"ID","Name","Sample Date","Population","Virus/L","Weekly Geomean","Population Avg","Week Mid Date","Week"
10,"Anadarko",2022-02-08,6623,2457550.55,2457550.55,53486.7942480045,"03/09/2022","03/06/2022 - 03/12/2022"
10,"Anadarko",2022-02-15,6623,1613270.45010434,1613270.45010434,14360.0209149543,"03/16/2022","03/13/2022 - 03/19/2022"
10,"Anadarko",2022-02-22,6623,181077.11,181077.11,54907.9951732468,"03/23/2022","03/20/2022 - 03/26/2022"
10,"Anadarko",2022-03-01,6623,721269.593777204,721269.593777204,10009.4492644188,"03/30/2022","03/27/2022 - 04/02/2022"
10,"Anadarko",2022-03-08,6623,53486.7942480045,53486.7942480045,245275.348095538,"04/06/2022","04/03/2022 - 04/09/2022"
10,"Anadarko",2022-03-15,6623,14360.0209149543,14360.0209149543,254976.140225726,"04/13/2022","04/10/2022 - 04/16/2022"
10,"Anadarko",2022-03-22,6623,54907.9951732468,54907.9951732468,1209269.08371476,"04/20/2022","04/17/2022 - 04/23/2022"
10,"Anadarko",2022-03-29,6623,10009.4492644188,10009.4492644188,125598.547927944,"04/27/2022","04/24/2022 - 04/30/2022"
10,"Anadarko",2022-04-05,6623,245275.348095538,245275.348095538,20088.7224952879,"05/04/2022","05/01/2022 - 05/07/2022"
10,"Anadarko",2022-04-12,6623,254976.140225726,254976.140225726,46165.7327748434,"05/11/2022","05/08/2022 - 05/14/2022"
10,"Anadarko",2022-04-19,6623,1209269.08371476,1209269.08371476,19850.0099308704,"05/18/2022","05/15/2022 - 05/21/2022"
10,"Anadarko",2022-04-26,6623,125598.547927944,125598.547927944,15142.5292971837,"05/25/2022","05/22/2022 - 05/28/2022"
10,"Anadarko",2022-05-03,6623,20088.7224952879,20088.7224952879,182554.258252873,"06/01/2022","05/29/2022 - 06/04/2022"
10,"Anadarko",2022-05-10,6623,46165.7327748434,46165.7327748434,93257.5336988522,"06/08/2022","06/05/2022 - 06/11/2022"
10,"Anadarko",2022-05-17,6623,19850.0099308704,19850.0099308704,8486.5546994872,"06/15/2022","06/12/2022 - 06/18/2022"
10,"Anadarko",2022-05-23,6623,15142.5292971837,15142.5292971837,68637.4023252265,"06/22/2022","06/19/2022 - 06/25/2022"
10,"Anadarko",2022-05-31,6623,182554.258252873,182554.258252873,394278.878680467,"06/29/2022","06/26/2022 - 07/02/2022"
10,"Anadarko",2022-06-06,6623,172642.081578573,172642.081578572,268911.941025389,"07/06/2022","07/03/2022 - 07/09/2022"
14,"Tuttle",2022-06-09,7294,21175.8418140993,21175.8418140993,1869535.79297538,"07/13/2022","07/10/2022 - 07/16/2022"
10,"Anadarko",2022-06-13,6623,16460.6127899235,16460.6127899235,2461271.70388318,"07/20/2022","07/17/2022 - 07/23/2022"
14,"Tuttle",2022-06-15,7294,1246.05747807787,1246.05747807787,281212.377049203,"07/27/2022","07/24/2022 - 07/30/2022"
10,"Anadarko",2022-06-22,6623,260777.772704295,260777.772704295,259237.930759147,"08/03/2022","07/31/2022 - 08/06/2022"
19,"Altus",2022-06-22,19813,28193.7718391418,28193.7718391418,283375.133822873,"08/10/2022","08/07/2022 - 08/13/2022"
14,"Tuttle",2022-06-22,7294,4031.42176589324,4031.42176589324,168031.407298117,"08/17/2022","08/14/2022 - 08/20/2022"
10,"Anadarko",2022-06-28,6623,460126.212804578,460126.212804578,213200.622759463,"08/24/2022","08/21/2022 - 08/27/2022"
14,"Tuttle",2022-06-29,7294,1111486.08643973,1111486.08643973,731604.978811881,"08/31/2022","08/28/2022 - 09/03/2022"
19,"Altus",2022-06-29,19813,108233.541412005,108233.541412005,486269.709989423,"09/07/2022","09/04/2022 - 09/10/2022"
19,"Altus",2022-07-04,19813,248072.559772503,248072.559772503,132757.836865179,"09/14/2022","09/11/2022 - 09/17/2022"
10,"Anadarko",2022-07-06,6623,172383.123294249,172383.123294249,131860.819478855,"09/21/2022","09/18/2022 - 09/24/2022"
14,"Tuttle",2022-07-06,7294,413167.633457082,413167.633457082,81921.662817031,"09/28/2022","09/25/2022 - 10/01/2022"
19,"Altus",2022-07-11,19813,298324.20311402,298324.20311402,58341.4130879325,"10/05/2022","10/02/2022 - 10/08/2022"
19,"Altus",2022-07-18,19813,166151.357039754,166151.357039755,75515.7558552663,"10/12/2022","10/09/2022 - 10/15/2022"
25,"Ada",2022-07-13,16738,1267582.07598731,1267582.07598731,26160.8507023758,"10/19/2022","10/16/2022 - 10/22/2022"
26,"Lawton",2022-07-13,91055,1510012.4606518,1510012.46065179,26577.0474779116,"10/26/2022","10/23/2022 - 10/29/2022"
14,"Tuttle",2022-07-13,7294,9642755.31757067,9642755.31757067,NA,NA,NA
10,"Anadarko",2022-07-19,6623,4328606.53062192,4328606.53062192,NA,NA,NA
26,"Lawton",2022-07-19,91055,2886058.807052,2886058.807052,NA,NA,NA
10,"Anadarko",2022-07-12,6623,4473257.72521088,4473257.72521088,NA,NA,NA
25,"Ada",2022-07-20,16738,3114839.35526271,3114839.35526271,NA,NA,NA
14,"Tuttle",2022-07-20,7294,197418.652977018,197418.652977018,NA,NA,NA
26,"Lawton",2022-07-26,91055,329396.043278307,329396.043278307,NA,NA,NA
10,"Anadarko",2022-07-27,6623,302030.398578603,302030.398578603,NA,NA,NA
25,"Ada",2022-07-27,16738,93571.9183477251,93571.9183477251,NA,NA,NA
19,"Altus",2022-07-27,19813,211333.232682628,211333.232682628,NA,NA,NA
19,"Altus",2022-08-02,19813,487033.924873364,487033.924873364,NA,NA,NA
14,"Tuttle",2022-08-02,7294,181161.877903938,181161.877903938,NA,NA,NA
10,"Anadarko",2022-08-02,6623,324237.933094577,324237.933094577,NA,NA,NA
25,"Ada",2022-08-02,16738,271311.296387327,271311.296387327,NA,NA,NA
26,"Lawton",2022-08-02,91055,208978.040459756,208978.040459756,NA,NA,NA
19,"Altus",2022-08-09,19813,306691.453338211,306691.453338211,NA,NA,NA
10,"Anadarko",2022-08-09,6623,554580.03501464,554580.03501464,NA,NA,NA
25,"Ada",2022-08-09,16738,338067.180063357,338067.180063357,NA,NA,NA
26,"Lawton",2022-08-09,91055,218113.163781951,218113.163781951,NA,NA,NA
14,"Tuttle",2022-08-09,7294,662979.865513646,662979.865513646,NA,NA,NA
19,"Altus",2022-08-14,19813,29739.9867214693,29739.9867214693,NA,NA,NA
25,"Ada",2022-08-16,16738,218168.814261995,218168.814261995,NA,NA,NA
26,"Lawton",2022-08-16,91055,207227.480932526,207227.480932526,NA,NA,NA
10,"Anadarko",2022-08-16,6623,94075.5176276535,94075.5176276536,NA,NA,NA
14,"Tuttle",2022-08-17,7294,6471.13455752462,6471.13455752461,NA,NA,NA
19,"Altus",2022-08-22,19813,100803.460849588,100803.460849588,NA,NA,NA
25,"Ada",2022-08-23,16738,91150.8851296373,91150.8851296374,NA,NA,NA
26,"Lawton",2022-08-23,91055,269896.135677012,269896.135677012,NA,NA,NA
10,"Anadarko",2022-08-23,6623,299914.467519206,299914.467519206,NA,NA,NA
14,"Tuttle",2022-08-24,7294,12087.0711851767,12087.0711851767,NA,NA,NA
19,"Altus",2022-08-28,19813,214736.200471203,214736.200471203,NA,NA,NA
25,"Ada",2022-08-31,16738,1300341.94187203,1300341.94187203,NA,NA,NA
10,"Anadarko",2022-08-30,6623,404583.085821359,404583.085821359,NA,NA,NA
26,"Lawton",2022-08-30,91055,799069.950781406,799069.950781405,NA,NA,NA
14,"Tuttle",2022-08-30,7294,285216.823088583,285216.823088583,NA,NA,NA
19,"Altus",2022-09-06,19813,1250,1250,NA,NA,NA
25,"Ada",2022-09-06,16738,239553.264433587,239553.264433587,NA,NA,NA
10,"Anadarko",2022-09-06,6623,15296.6958962855,15296.6958962855,NA,NA,NA
26,"Lawton",2022-09-07,91055,689848.856989086,689848.856989086,NA,NA,NA
14,"Tuttle",2022-09-08,7294,256161.459649219,256161.459649218,NA,NA,NA
19,"Altus",2022-09-11,19813,7875.81594659078,7875.81594659078,NA,NA,NA
10,"Anadarko",2022-09-13,6623,32154.8471490363,32154.8471490363,NA,NA,NA
26,"Lawton",2022-09-13,91055,168320.058009753,168320.058009753,NA,NA,NA
14,"Tuttle",2022-09-13,7294,78252.8544911707,78252.8544911708,NA,NA,NA
25,"Ada",2022-09-13,16738,150682.462057367,150682.462057367,NA,NA,NA
26,"Lawton",2022-09-20,91055,104936.561673449,104936.561673449,NA,NA,NA
25,"Ada",2022-09-20,16738,237745.186473977,237745.186473977,NA,NA,NA
19,"Altus",2022-09-20,19813,62766.5886869433,62766.5886869433,NA,NA,NA
10,"Anadarko",2022-09-20,7488,405399.782404478,405399.782404478,NA,NA,NA
19,"Altus",2022-09-26,19813,304370.967808779,304370.967808779,NA,NA,NA
25,"Ada",2022-09-27,16738,61925.3448298573,61925.3448298573,NA,NA,NA
10,"Anadarko",2022-09-27,6623,105011.349643968,105011.349643968,NA,NA,NA
26,"Lawton",2022-09-29,91055,35514.4067060323,35514.4067060323,NA,NA,NA
25,"Ada",2022-10-04,16738,201193.06543943,201193.06543943,NA,NA,NA
10,"Anadarko",2022-10-04,6623,111020.546739523,111020.546739523,NA,NA,NA
26,"Lawton",2022-10-04,91055,39442.5432709072,39442.5432709072,NA,NA,NA
19,"Altus",2022-10-02,19813,6905.06987667657,6905.06987667657,NA,NA,NA
19,"Altus",2022-10-09,19813,7046.753475,7046.753475,NA,NA,NA
25,"Ada",2022-10-11,16738,49226.4847,49226.4847,NA,NA,NA
10,"Anadarko",2022-10-11,6623,222771.7285,222771.7285,NA,NA,NA
26,"Lawton",2022-10-11,91055,84535.90695,84535.9069500001,NA,NA,NA
25,"Ada",2022-10-18,16738,34621.76934,34621.76934,NA,NA,NA
19,"Altus",2022-10-18,19813,49091.61067,49091.61067,NA,NA,NA
10,"Anadarko",2022-10-18,6623,5841.157436,5841.157436,NA,NA,NA
26,"Lawton",2022-10-18,91055,21093.92769,21093.92769,NA,NA,NA
25,"Ada",2022-10-25,16738,9056.42723746122,9056.42723746122,NA,NA,NA
19,"Altus",2022-10-25,19813,2621.27541166923,2621.27541166923,NA,NA,NA
10,"Anadarko",2022-10-25,6623,4122.07678275146,4122.07678275146,NA,NA,NA
26,"Lawton",2022-10-25,91055,36643.6569386459,36643.6569386459,NA,NA,NA
